"Year","std_Weight","ARS","rel_ARS","Age","Centered_Age","Year2","animal","StagCode"
"2014",0.315299395550577,1,0.740608228980322,11,2.08574879227053,2014,544,544
"2014",0.273018317330584,1,0.740608228980322,11,2.08574879227053,2014,544,544
"2014",1.79513713325031,0,0,13,4.08574879227053,2014,514,514
"2014",1.71057497681033,0,0,13,4.08574879227053,2014,514,514
"2014",0.0193318480106299,0,0,10,1.08574879227053,2014,523,523
"2014",2.00654252435027,0,0,14,5.08574879227053,2014,487,487
"2014",2.04882360257027,0,0,14,5.08574879227053,2014,487,487
"2014",0.442142630210554,4,2.96243291592129,12,3.08574879227053,2014,79,79
"2014",0.0616129262306223,4,2.96243291592129,12,3.08574879227053,2014,79,79
"2014",1.45688850749037,0,0,8,-0.914251207729469,2014,549,549
"2015",1.8796992896903,9,6.6654740608229,10,1.08574879227053,2015,81,81
"2015",-0.910851872829204,1,0.740608228980322,6,-2.91425120772947,2015,558,558
"2015",-0.953132951049196,0,0,9,0.0857487922705307,2015,540,540
"2015",-2.052440984769,0,0,6,-2.91425120772947,2015,539,539
"2015",0.864953412410478,0,0,10,1.08574879227053,2015,531,531
"2015",-1.24910049858914,0,0,7,-1.91425120772947,2015,525,525
"2015",0.0193318480106299,3,2.22182468694097,11,2.08574879227053,2015,545,545
"2015",1.41460742927038,9,6.6654740608229,11,2.08574879227053,2015,153,153
"2015",1.3300452728304,9,6.6654740608229,11,2.08574879227053,2015,153,153
"2015",0.864953412410478,1,0.740608228980322,10,1.08574879227053,2015,533,533
"2015",0.611266943090524,1,0.740608228980322,10,1.08574879227053,2015,533,533
"2015",1.2877641946104,0,0,12,3.08574879227053,2015,538,538
"2015",1.24548311639041,0,0,12,3.08574879227053,2015,538,538
"2015",0.991796647070456,4,2.96243291592129,9,0.0857487922705307,2015,562,562
"2015",0.738110177750501,4,2.96243291592129,9,0.0857487922705307,2015,562,562
"2015",0.949515568850463,0,0,8,-0.914251207729469,2015,556,556
"2015",0.991796647070456,0,0,8,-0.914251207729469,2015,556,556
"2015",0.907234490630471,1,0.740608228980322,14,5.08574879227053,2015,514,514
"2015",0.484423708430547,0,0,11,2.08574879227053,2015,523,523
"2015",0.611266943090524,0,0,11,2.08574879227053,2015,523,523
"2015",1.24548311639041,3,2.22182468694097,15,6.08574879227053,2015,482,482
"2015",0.484423708430547,0,0,8,-0.914251207729469,2015,512,512
"2015",1.16092095995043,2,1.48121645796064,13,4.08574879227053,2015,516,516
"2015",1.11863988173043,2,1.48121645796064,13,4.08574879227053,2015,516,516
"2015",0.442142630210554,0,0,8,-0.914251207729469,2015,82,82
"2015",0.568985864870531,2,1.48121645796064,13,4.08574879227053,2015,537,537
"2016",-1.88331667188903,0,0,6,-2.91425120772947,2016,555,555
"2016",1.54145066393036,7,5.18425760286225,12,3.08574879227053,2016,153,153
"2016",0.526704786650539,0,0,12,3.08574879227053,2016,545,545
"2016",0.653548021310516,0,0,9,0.0857487922705307,2016,512,512
"2016",0.695829099530509,0,0,16,7.08574879227053,2016,482,482
"2016",1.37232635105039,0,0,13,4.08574879227053,2016,528,528
"2016",1.58373174215035,0,0,13,4.08574879227053,2016,538,538
"2016",-0.784008638169226,0,0,9,0.0857487922705307,2016,509,509
"2016",0.273018317330584,2,1.48121645796064,8,-0.914251207729469,2016,518,518
"2016",-0.657165403509249,0,0,7,-1.91425120772947,2016,561,561
"2016",-0.14979246486934,3,2.22182468694097,7,-1.91425120772947,2016,526,526
"2016",0.695829099530509,0,0,12,3.08574879227053,2016,523,523
"2017",0.907234490630471,0,0,12,3.08574879227053,2017,531,531
"2017",2.00654252435027,0,0,14,5.08574879227053,2017,528,528
"2017",-0.741727559949234,0,0,7,-1.91425120772947,2017,547,547
"2017",0.991796647070456,1,0.740608228980322,10,1.08574879227053,2017,82,82
"2017",0.822672334190486,1,0.740608228980322,10,1.08574879227053,2017,82,82
"2017",0.780391255970494,3,2.22182468694097,9,0.0857487922705307,2017,518,518
"2017",0.991796647070456,1,0.740608228980322,8,-0.914251207729469,2017,526,526
"2017",0.864953412410478,1,0.740608228980322,8,-0.914251207729469,2017,526,526
"2017",0.484423708430547,0,0,8,-0.914251207729469,2017,554,554
"2017",1.49916958571036,0,0,14,5.08574879227053,2017,538,538
"2017",1.2877641946104,0,0,14,5.08574879227053,2017,538,538
"2018",0.653548021310516,0,0,13,4.08574879227053,2018,531,531
"2018",1.2877641946104,2,1.48121645796064,9,0.0857487922705307,2018,526,526
"2018",1.03407772529045,2,1.48121645796064,9,0.0857487922705307,2018,526,526
"2018",0.146175082670607,6,4.44364937388193,8,-0.914251207729469,2018,534,534
"2018",-0.403478934189294,3,2.22182468694097,9,0.0857487922705307,2018,539,539
"2018",-0.445760012409287,3,2.22182468694097,9,0.0857487922705307,2018,539,539
"2019",0.399861551990562,0,0,14,5.08574879227053,2019,531,531
"2019",-0.14979246486934,0,0,10,1.08574879227053,2019,539,539
"2019",-0.445760012409287,0,0,10,1.08574879227053,2019,539,539
"2019",0.822672334190486,0,0,12,3.08574879227053,2019,82,82
"2019",1.75285605503032,7,5.18425760286225,10,1.08574879227053,2019,526,526
"2019",1.24548311639041,0,0,11,2.08574879227053,2019,518,518
"2020",0.1884561608906,0,0,11,2.08574879227053,2020,539,539
"2020",-0.065230308429355,0,0,11,2.08574879227053,2020,539,539
"2020",1.37232635105039,9,6.6654740608229,6,-2.91425120772947,2020,564,564
"2020",0.0616129262306223,0,0,9,0.0857487922705307,2020,557,557
"2020",1.11863988173043,1,0.740608228980322,12,3.08574879227053,2020,518,518
"2020",2.34479115011021,0,0,11,2.08574879227053,2020,526,526
"2020",-0.445760012409287,1,0.740608228980322,7,-1.91425120772947,2020,563,563
"2020",0.484423708430547,3,2.22182468694097,9,0.0857487922705307,2020,546,546
